Full Name,Draft Value,Initial State,Initial Team Color,Initial Ideology,Draft Year,Historic Retirement,Death Year,First Year Command,First Year Legislative,First Year Governing,First Year Judicial,First Year Military,First Year Administrative,Flip Date Year 1,Flip Date Year 2,Flip Date Year 3
Franklin Moses Jr,19,SC,Red,Prog,1864,,1906,0,1,1,0,1,1,,,
Thomas C Rye,19,TN,Blue,Lib,1888,1920,1953,0,0,1,0,0,0,,,
Oswald West,19,OR,Blue,Prog,1900,1916,1960,0,1,1,0,0,0,,,
Frances P Bolton,19,OH,Red,Prog,1912,,1977,0,1,0,0,0,0,,,
Millard Tydings,19,MD,Blue,Cons,1916,1952,1961,0,2,0,0,1,0,,,
Carl Curtis,19,NE,Red,Cons,1932,1980,2000,0,2,0,0,0,1,,,
Robert Stafford,19,VT,Red,Lib,1940,1988,2006,0,1,1,0,0,1,,,
Moon Landrieu,19,LA,Blue,Lib,1956,1984,,0,1,1,1,0,1,,,
Ron DeSantis,19,FL,Red,Trad,2004,,,0,1,1,0,1,0,,,
Henry Middleton,18.5,SC,Red,Cons,1744,1788,1784,1,3,0,0,0,0,,,
Samuel M Ralston,18.5,IN,Blue,LW Pop,1884,,1925,0,1,1,0,0,0,,,
Brian Kemp,18.5,GA,Red,Trad,1988,,,0,1,1,0,0,1,,,
Isaac Shelby,18.5,KY,Blue,Cons,1776,1824,1826,0,1,2,0,2,1,,,
John J Ingalls,18.5,KS,Red,Mod,1860,,1900,0,2,0,0,0,0,,,
James Mitchell Varnum,18.5,RI,Blue,Mod,1776,,1789,0,2,0,1,2,0,,,
Robert Goodloe Harper,18.5,SC,Red,Cons,1792,1824,1825,0,1,0,0,1,0,1812,,
Josiah Quincy III,18.5,MA,Red,Cons,1800,1832,1864,0,1,1,0,0,0,,,
Levi Woodbury,18.5,NH,Blue,Mod,1816,,1851,0,1,1,2,0,2,,,
Solomon Foot,18.5,VT,Red,Lib,1828,,1866,0,2,0,0,0,0,,,
Paris Dunning,18.5,IN,Blue,Prog,1832,1852,1886,0,1,1,0,0,0,,,
James D Williams,18.5,IN,Blue,LW Pop,1836,1880,1880,0,1,1,0,0,0,,,
David Wilmot,18.5,PA,Blue,Lib,1840,,1868,0,1,0,1,0,0,1852,,
Francis Kernan,18.5,NY,Blue,Cons,1844,1880,1892,0,1,1,0,0,0,,,
Luke P Blackburn,18.5,KY,Red,Mod,1844,1884,1887,0,1,1,0,0,0,,,
Joseph Roswell Hawley,18.5,CT,Red,Mod,1852,1896,1905,0,2,1,0,1,0,,,
John F Hartranft,18.5,PA,Red,Lib,1856,1880,1889,0,0,2,0,1,1,,,
John M Stone,18.5,MS,Blue,Trad,1856,1896,1900,0,1,2,0,1,1,,,
Samuel J Randall,18.5,PA,Red,Mod,1856,,1890,0,2,0,0,1,0,1852,,
William P Dillingham,18.5,VT,Red,Cons,1868,,1923,0,2,1,0,0,1,,,
Charles L McNary,18.5,OR,Red,Prog,1900,1944,1944,0,2,0,1,0,0,,,
Sam Rayburn,18.5,TX,Blue,Mod,1908,,1961,0,2,0,0,0,0,,,
Leverett Saltonstall,18.5,MA,Red,Lib,1920,1968,1979,0,2,2,0,1,0,,,
Bruce Babbitt,18.5,AZ,Blue,Mod,1964,2012,,0,0,2,1,0,2,,,
Ted Kulongoski,18.5,OR,Blue,Lib,1968,2012,,0,1,2,2,0,1,,,
Brian Sandoval,18.5,NV,Red,Mod,1988,2020,,0,1,2,2,0,1,,,
Margaret Sanger,18,NY,Red,Prog,1904,1952,1966,0,0,0,0,0,1,,,
David Petraeus,18,VA,Red,Mod,1980,,,0,0,0,0,3,1,,,
Richard Helms,18,PA,Red,Cons,1940,1976,2002,0,0,0,0,0,2,,,
Robert E Lee,18,VA,Red,Mod,1832,,1870,0,0,0,0,3,0,,,
Thomas Mifflin,18,PA,Red,Mod,1772,,1800,0,2,2,0,2,1,,,
William Borah,18,ID,Red,LW Pop,1892,,1940,0,2,0,0,0,0,,,
Thomas McKean,18,DE,Red,Lib,1760,1808,1817,0,2,3,2,0,1,1796,,
Benjamin Stoddert,18,MD,Red,Mod,1772,,1813,0,0,0,0,2,3,,,
Robert Hayne,18,SC,Blue,Trad,1816,,1839,0,1,1,0,1,1,,,
William Carroll,18,TN,Blue,Mod,1816,,1844,0,0,3,0,1,0,,,
Andrew Mellon,18,PA,Red,Cons,1880,1932,1937,0,0,0,0,0,3,,,
Jane Addams,18,IL,Red,Prog,1888,,1935,0,0,0,0,0,1,,,
James Eli Watson,18,IN,Red,Cons,1892,1932,1948,0,2,1,0,0,0,,,
Harold L Ickes,18,IL,Red,Prog,1900,1948,1952,0,0,0,0,0,3,1932,,
Frank P Graham,18,NC,Blue,Prog,1912,1952,1972,0,1,0,0,1,1,,,
Cynthia McKinney,18,GA,Blue,LW Pop,1980,2020,,0,1,0,0,0,0,,,
Trey Gowdy,18,SC,Red,Trad,1992,2020,,0,1,0,0,0,1,,,
Robert Toombs,17.5,GA,Red,Trad,1836,1860,1885,0,1,0,0,1,1,1852,,
William Gibbs McAdoo,17.5,CA,Blue,Mod,1888,,1941,0,1,0,0,0,1,,,
John Connally,17.5,TX,Blue,Cons,1944,1980,1993,0,0,2,0,1,1,1972,,
Gary Hart,17.5,CO,Blue,Mod,1964,2012,,0,2,0,0,1,1,,,
William D Schaefer,17.5,MD,Blue,Mod,1948,1886,2011,0,1,2,0,1,1,,,
Rahm Emanuel,17.5,IL,Blue,Lib,1984,,,0,1,1,0,0,1,,,
Ken Cuccinelli,17.5,VA,Red,Trad,1996,2016,,0,1,1,0,0,1,,,
James Wilkinson,17.5,MD,Blue,Mod,1784,,1825,0,0,1,0,3,1,,,
Alexandria Ocasio-Cortez,17.5,NY,Blue,LW Pop,2016,,,0,2,0,0,0,0,,,
Edward Livingston,17.5,NY,Blue,Mod,1792,,1836,0,1,1,0,0,1,,,
Samuel Merrill,17.5,NH,Red,Lib,1848,1872,1899,0,1,1,0,1,0,,,
J Hamilton Lewis,17.5,WA,Blue,Lib,1888,1940,1939,0,2,1,0,0,1,,,
Matthew Griswold,17.5,CT,Red,Mod,1740,1988,1799,0,1,1,1,0,1,,,
Francis Dana,17.5,MA,Red,Cons,1768,,1811,0,2,0,2,0,2,,,
Theodore Sedgwick,17.5,MA,Red,Cons,1772,,1813,0,2,0,2,1,0,,,
Thomas Tudor Tucker,17.5,SC,Blue,Cons,1772,1828,1828,0,2,0,0,2,2,,,
Joseph Ritner,17.5,PA,Blue,Lib,1808,1840,1869,0,1,1,0,1,0,1840,,
Antonio Lopez de Santa Anna,17.5,Mexico,Red,Cons,1820,,1876,0,0,1,0,2,0,,,
David Wallace,17.5,IN,Red,Mod,1824,,1859,0,1,1,1,1,0,,,
Rufus Choate,17.5,MA,Red,Mod,1824,,1859,0,1,0,0,0,1,,,
Lot Morrill,17.5,ME,Blue,Lib,1840,1880,1883,0,1,1,0,0,1,1856,,
Henry Baldwin Harrison,17.5,CT,Red,Lib,1848,1888,1901,0,1,1,0,0,0,,,
Henry L Mitchell,17.5,FL,Blue,Cons,1856,1900,1903,0,1,1,1,1,1,,,
William A Peffer,17.5,KS,Red,LW Pop,1856,1900,1912,0,1,1,1,1,0,,,
Adlai Stevenson I,17.5,IL,Blue,Mod,1860,1904,1914,0,1,1,1,0,1,,,
John St. John,17.5,KS,Red,LW Pop,1860,1884,1916,0,1,1,0,1,0,,,
Julius Morton,17.5,NE,Blue,Cons,1860,1900,1902,0,1,1,0,0,1,,,
William Paine Lord,17.5,OR,Red,Mod,1864,1904,1911,0,0,1,1,1,1,,,
Andrew Jackson Montague,17.5,VA,Blue,RW Pop,1888,1936,1937,0,1,1,1,0,1,,,
Frank O Lowden,17.5,IL,Red,Cons,1888,1936,1943,0,1,1,0,0,0,,,
Arthur Capper,17.5,KS,Red,Lib,1892,1948,1951,0,2,1,0,0,0,,,
Emil Seidel,17.5,WI,Blue,LW Pop,1892,1912,1947,0,0,1,0,0,0,,,
James M Cox,17.5,OH,Blue,Lib,1896,1932,1957,0,1,2,0,0,0,,,
Arthur Meighen,17.5,Canada,Red,Cons,1900,,1960,0,1,1,1,0,1,,,
Pat McCarren,17.5,NV,Blue,Cons,1904,,1954,0,2,0,1,0,1,,,
Getulio Vargas,17.5,Rio,Red,LW Pop,1908,,1954,0,1,1,0,1,1,,,
Norman Thomas,17.5,NY,Blue,LW Pop,1912,1952,1968,0,1,1,0,0,0,,,
Harold Hitz Burton,17.5,OH,Red,Mod,1916,1960,1964,0,1,1,2,1,0,,,
Harry Hopkins,17.5,NY,Blue,Prog,1916,,1946,0,0,0,0,0,1,,,
Raymond E Baldwin,17.5,CT,Red,Cons,1920,1948,1986,0,1,2,1,1,0,,,
Philip La Follette,17.5,WI,Red,Prog,1924,1940,1965,0,0,2,0,1,0,,,
Charles A Halleck,17.5,IN,Red,Cons,1928,1968,1986,0,2,0,0,0,0,,,
Martin Dies Jr,17.5,TX,Blue,Trad,1928,1960,1972,0,1,0,1,0,0,,,
Calvin Rampton,17.5,UT,Blue,Lib,1940,1976,2007,0,1,2,0,1,0,,,
John H Reed,17.5,ME,Blue,Mod,1948,1988,2012,0,1,2,0,0,1,,,
Patsy Mink,17.5,HI,Blue,Lib,1952,2004,2002,0,1,1,0,0,1,,,
Philip Hoff,17.5,VT,Blue,Mod,1952,1972,2018,0,1,2,0,0,0,,,
George Deukmejian,17.5,CA,Red,Cons,1956,1996,2018,0,1,2,0,1,1,,,
Richard Riley,17.5,SC,Blue,Mod,1960,2004,,0,1,2,1,0,1,,,
Ed Rendell,17.5,PA,Blue,Lib,1972,2012,,0,0,2,0,1,1,,,
Sarah Palin,17.5,AK,Red,RW Pop,1992,,,0,1,1,0,0,0,,,
Marco Rubio,17.5,FL,Red,Cons,1996,,,0,1,0,0,0,1,,,
Jason Kander,17.5,MO,Blue,Lib,2008,2024,,0,1,0,0,1,1,,,
John Tyler Morgan,17,AL,Blue,Trad,1852,1908,1907,0,2,0,0,1,0,,,
Charles Brantley Aycock,17,NC,Blue,Trad,1884,,1912,0,1,1,0,0,0,,,
James Phelan,17,CA,Blue,RW Pop,1888,,1930,0,1,1,0,0,0,,,
Casper Weinberger,17,CA,Red,Cons,1944,1988,2006,0,0,0,0,1,2,,,
Howell Cobb,17,GA,Blue,Cons,1840,,1868,0,2,1,0,1,1,,,
George L Woods,17,OR,Red,Mod,1860,,1890,0,0,2,1,0,0,,,
Thomas Chittenden,17,CT,Blue,Lib,1756,,1797,0,2,2,1,1,0,,,
Josiah Bartlett,17,NH,Blue,Cons,1756,,1795,0,2,2,1,1,0,,,
Moses Robinson,17,VT,Blue,Lib,1768,1796,1813,0,2,2,1,1,0,,,
James Monroe,17,VA,Blue,Cons,1784,1824,1831,0,1,1,0,1,2,,,
John Milledge,17,GA,Blue,Trad,1784,,1818,0,2,2,0,0,0,,,
James Fenner,17,RI,Blue,Lib,1796,,1846,0,1,3,1,0,0,,,
John Miller,17,MO,Blue,Mod,1808,,1846,0,1,1,0,1,0,,,
John Long Routt,17,CO,Red,LW Pop,1852,1896,1907,0,1,2,0,0,0,,,
Leon Abbett,17,NJ,Blue,LW Pop,1864,,1894,0,1,1,1,0,0,,,
Arthur Link,17,ND,Blue,Mod,1940,1984,2010,0,1,2,0,0,0,,,
Butch Otter,17,ID,Red,Trad,1968,2020,,0,1,3,0,0,0,,,
Sonny Perdue,17,GA,Blue,Cons,1972,2024,,0,1,2,0,1,1,1996,,
Tom Carper,17,DE,Blue,Mod,1972,,,0,2,2,0,1,1,,,
Jean-Jacques Dessalines,16.5,Carribean,Red,RW Pop,1784,,1806,0,0,1,0,0,0,,,
Thurlow Weed,16.5,NY,Red,Mod,1824,1864,1882,0,1,0,0,0,0,,,
Sidney Johnston Catts,16.5,FL,Blue,RW Pop,1888,1924,1936,0,0,1,0,0,0,,,
Sherman Adams,16.5,NH,Red,Mod,1924,1960,1986,0,1,1,0,0,1,,,
John Malcolm Patterson,16.5,AL,Blue,Trad,1948,1964,,0,0,1,1,1,1,,,
Rodrigo Duterte,16.5,Philippines,Blue,RW Pop,1972,,,0,1,1,0,0,0,,,
John Hancock,16.5,MA,Blue,Mod,1764,,1793,1,2,3,0,0,0,,,
Frederick Douglass,16.5,NY,Red,Prog,1844,,1895,0,0,0,0,0,1,,,
Ron Paul,16.5,TX,Red,RW Pop,1960,2020,,0,1,0,0,1,1,,,
Henry H Wells,16.5,MI,Red,LW Pop,1848,1872,1900,0,1,0,1,1,0,,,
William Burnham Woods,16.5,OH,Blue,Mod,1852,,1887,0,1,1,2,1,0,1864,,
Adelbert Ames,16.5,ME,Red,Mod,1860,1900,1933,0,1,1,0,1,0,,,
Toussaint Louverture,16.5,Carribean,Red,Lib,1772,,1803,0,0,1,0,2,0,,,
Richard Rush,16.5,PA,Red,Lib,1808,1852,1859,0,0,0,0,0,2,1832,,
Abbott Lawrence,16.5,MA,Red,Lib,1820,,1855,0,1,0,0,0,1,,,
Edward Bates,16.5,MO,Blue,Cons,1820,,1869,0,1,0,1,0,1,1824,,
Francis Granger,16.5,NY,Blue,Cons,1820,1856,1868,0,1,1,0,0,1,1828,,
Paul Dillingham,16.5,VT,Blue,Mod,1824,1868,1891,0,1,1,1,0,0,1860,,
Christopher Memminger,16.5,SC,Blue,Cons,1828,1868,1888,0,1,0,0,0,1,,,
William Lawrence,16.5,OH,Red,Mod,1844,1876,1899,0,1,0,1,0,0,,,
John Sherman,16.5,OH,Red,Mod,1848,,1900,0,2,0,0,0,2,,,
John B Henderson,16.5,MO,Blue,Lib,1852,1872,1913,0,1,1,0,1,1,1864,,
LQC Lamar II,16.5,MS,Blue,Cons,1852,,1893,0,1,0,2,1,1,,,
William Windom,16.5,MN,Red,Lib,1852,,1891,0,1,0,0,0,1,,,
Richard P Bland,16.5,MO,Blue,LW Pop,1860,,1899,0,1,0,0,0,0,,,
Robert Smalls,16.5,SC,Red,Lib,1864,1888,1915,0,1,0,0,1,1,,,
Augustus O Stanley,16.5,KY,Blue,Lib,1892,1924,1958,0,1,1,0,0,0,,,
Learned Hand,16.5,NY,Blue,Prog,1900,,1961,0,0,0,2,0,1,,,
Tom Connally,16.5,TX,Blue,Mod,1904,1952,1963,0,2,0,0,0,0,,,
Alfredo Palacios,16.5,South American,Blue,Lib,1908,,1965,0,1,0,0,0,1,,,
Daisy Lampkin,16.5,PA,Red,Prog,1908,,1965,0,0,0,0,0,1,,,
James F Byrnes,16.5,SC,Blue,Cons,1908,1956,1972,0,1,1,2,0,1,,,
Hamilton Fish III,16.5,NY,Red,Cons,1916,1944,1991,0,1,0,0,1,0,,,
Claude Pepper,16.5,FL,Blue,Lib,1928,,1989,0,1,0,0,0,0,,,
Joseph S Clark,16.5,PA,Blue,Lib,1928,1968,1990,0,1,1,0,1,0,,,
Augustus Hawkins,16.5,CA,Blue,Prog,1932,1992,2007,0,2,0,0,0,0,,,
William Fulbright,16.5,AR,Blue,Cons,1932,1976,1995,0,2,0,0,0,0,,,
Eugene McCarthy,16.5,MN,Blue,Prog,1944,2000,2005,0,1,0,0,0,0,,,
Richard Bolling,16.5,MO,Blue,Lib,1944,1984,1991,0,1,0,0,0,0,,,
Karl Rove,16.5,TX,Red,Cons,1976,2008,,0,0,0,0,0,2,,,
John Roberts,16.5,DC,Red,Mod,1980,,,0,0,0,3,0,1,,,
Joseph Desha,16,KY,Blue,Cons,1796,1828,1842,0,1,1,0,1,0,,,
William G Brownlow,16,TN,Red,Mod,1832,1876,1877,0,1,1,0,0,0,,,
Thomas Ford,16,IL,Blue,RW Pop,1828,,1850,0,0,1,2,0,0,,,
Thomas B Catron,16,NM,Red,Cons,1868,1920,1921,0,1,1,0,1,1,,,
William Langer,16,ND,Red,RW Pop,1912,1960,1959,0,1,1,0,0,1,,,
David I Walsh,16,MA,Blue,Prog,1900,1948,1947,0,2,1,0,0,0,,,
Mark Sanford,16,SC,Red,Cons,1988,,,0,1,2,0,1,0,,,
Timothy Pickering,16,MA,Red,Cons,1772,1816,1829,0,2,0,0,2,2,,,
Benjamin Gratz Brown,16,MO,Blue,Lib,1852,,1885,0,1,1,0,1,0,1856,1872,
Robert La Follette Jr,16,WI,Red,Prog,1920,,1953,0,2,0,0,0,0,,,
Thomas E Dewey,16,NY,Red,Mod,1928,1960,1971,0,0,2,0,0,0,,,
William Moultrie,16,SC,Red,Cons,1756,1796,1805,0,1,2,0,3,0,,,
Charles Scott,16,KY,Blue,Trad,1764,1812,1813,0,1,2,0,2,0,,,
John Lowell,16,MA,Red,Cons,1768,,1802,0,2,0,2,1,0,,,
Arthur Fenner,16,RI,Blue,LW Pop,1772,,1805,0,0,3,0,1,0,,,
Christopher Greenup,16,KY,Blue,Cons,1776,,1818,0,1,1,1,1,1,,,
Isaac Tichenor,16,VT,Red,Cons,1780,1820,1838,0,1,2,2,1,0,,,
Hugh Lawson White,16,TN,Blue,Cons,1800,,1840,0,1,0,1,0,1,1836,,
James Barbour,16,VA,Blue,Cons,1800,,1842,0,2,1,0,0,2,1824,,
George Wolf,16,PA,Blue,LW Pop,1804,,1840,0,1,2,0,0,1,,,
Charles K Williams,16,VT,Red,Lib,1808,,1853,0,1,1,1,1,0,,,
William Slade,16,VT,Red,Prog,1812,1824,1859,0,1,1,1,0,1,,,
Silas Wright,16,NY,Blue,Cons,1820,,1847,0,1,1,1,1,1,,,
William Crosby Dawson,16,GA,Red,Trad,1824,,1856,0,1,0,1,1,0,,,
Edward Kent,16,ME,Red,Mod,1828,1844,1877,0,1,2,1,0,2,,,
Henry Smith Lane,16,IN,Red,Mod,1836,1868,1881,0,1,1,0,1,0,,,
Solon Borland,16,AR,Blue,Trad,1836,,1864,0,1,1,0,1,1,,,
Allen G Thurman,16,OH,Blue,Mod,1840,1884,1895,0,2,0,1,0,0,,,
Alvin Hawkins,16,TN,Red,Cons,1848,1884,1905,0,1,1,1,0,1,,,
Daniel Voorhees,16,IN,Blue,Trad,1852,1896,1897,0,2,0,0,0,0,,,
George Frisbie Hoar,16,MA,Red,Lib,1852,1904,1904,0,2,0,0,0,0,,,
Orville H Platt,16,CT,Red,Cons,1852,,1905,0,2,0,0,0,1,,,
William P Frye,16,ME,Red,Cons,1856,1884,1911,0,2,1,0,0,1,,,
Jacob H Gallinger,16,NH,Red,Mod,1864,,1918,0,2,0,0,1,1,,,
Thomas Jordan Jarvis,16,NC,Blue,Trad,1864,1896,1915,0,1,2,0,1,2,,,
James P Clarke,16,AR,Blue,Trad,1880,,1916,0,2,1,0,0,1,,,
Lawrence Yates Sherman,16,IL,Red,Prog,1884,1924,1939,0,1,1,1,0,0,,,
Robert P Robinson,16,DE,Red,Lib,1896,1932,1939,0,1,1,0,0,1,,,
Herbert Lehman,16,NY,Blue,Lib,1904,1956,1963,0,1,2,0,1,1,,,
Happy Chandler,16,KY,Blue,Cons,1924,1972,1991,0,1,3,0,0,0,,,
James Eastland,16,MS,Blue,Trad,1932,1980,1986,0,2,0,1,0,0,,,
Pat Brown,16,CA,Blue,Lib,1932,1968,1996,0,1,2,0,0,1,,,
Frank Moss,16,UT,Blue,LIb,1936,1976,2003,0,2,1,0,0,0,,,
William Knowland,16,CA,Red,Cons,1936,,1974,0,2,1,0,1,0,,,
William Proxmire,16,WI,Blue,Cons,1940,1988,2005,0,2,1,0,1,0,,,
Eva Peron,16,South American,Red,LW Pop,1944,,1952,0,0,1,0,0,1,,,
Gaylord Nelson,16,WI,Blue,Lib,1944,1980,2005,0,2,2,0,0,0,,,
John McKeithen,16,LA,Blue,LW Pop,1944,1976,1999,0,1,2,0,0,1,,,
Otis Bowen,16,IN,Red,Mod,1944,1984,2013,0,1,2,0,0,1,,,
Cecil Andrus,16,ID,Blue,Lib,1956,1984,2017,0,1,2,0,0,1,,,
Jose Mujica,16,South American,Blue,LW Pop,1960,,,0,1,1,0,0,1,,,
Ron Dellums,16,CA,Blue,Lib,1960,2000,2018,0,1,1,0,0,0,,,
James R Thompson,16,IL,Red,Mod,1964,1992,,0,0,3,0,0,1,,,
John McCain,16,AZ,Red,Mod,1964,,2018,0,2,0,0,1,0,,,
Mark Dayton,16,MN,Blue,Lib,1972,2020,,0,1,2,0,0,1,,,
Mike Enzi,16,WY,Red,Cons,1972,2020,,0,2,1,0,0,0,,,
Asa Hutchinson,16,AR,Red,Cons,1976,,,0,1,2,0,0,1,,,
Gary Locke,16,WA,Blue,Lib,1976,2016,,0,1,2,0,0,1,,,
Nestor Kirchner,16,South American,Blue,Lib,1976,,2010,0,1,2,0,0,0,,,
Brian Schweitzer,16,MT,Blue,Mod,1980,2016,,0,1,2,0,0,1,,,
Luis Gutierrez,16,IL,Blue,Lib,1980,2020,,0,1,1,0,0,1,,,
Phil Scott,16,VT,Red,Mod,1984,,,0,1,2,0,0,0,,,
Sam Brownback,16,KS,Red,Trad,1984,,,0,1,2,0,0,1,,,
Kevin McCarthy,16,CA,Red,Cons,1992,,,0,2,0,0,0,1,,,
Hakeem Jeffries,16,NY,Blue,Prog,1996,,,0,2,0,0,0,1,,,
Pete Buttigieg,16,IN,Blue,Lib,2008,,,0,0,1,0,1,1,,,
Oliver P Morton,15.5,IN,Red,Mod,1848,,1877,0,1,2,0,0,0,,,
Charles Lindbergh,15.5,MI,Red,RW Pop,1928,1944,1974,0,0,0,0,1,0,,,
Wilbur Mills,15.5,AR,Blue,Cons,1936,1976,1992,0,1,0,1,0,0,,,
Clark Clifford,15.5,MO,Blue,Lib,1932,1972,1998,0,0,0,0,1,1,,,
Stephen Miller,15.5,CA,Red,RW Pop,2012,,,0,0,0,0,0,2,,,
Billy Graham,15.5,NC,Blue,Trad,1944,1980,2018,0,0,0,0,0,1,,,
Colin Powell,15.5,NY,Red,Mod,1964,2020,2021,0,0,0,0,2,1,,,
William Westmoreland,15.5,SC,Red,Cons,1940,1976,2005,0,0,1,0,2,1,,,
John J Pershing,15.5,MO,Red,Mod,1888,1924,1948,0,0,0,0,3,0,,,
William Henry Harrison,15.5,OH,Red,Mod,1800,,1841,0,1,1,0,2,1,,,
Nathanael Greene,15.5,RI,Red,Mod,1768,,1786,0,0,0,0,3,0,,,
William Pitt Kellogg,15.5,IL,Red,Mod,1856,1884,1918,0,1,1,1,1,1,,,
Jessie Benton Fremont,15.5,CA,Red,Prog,1852,1864,1902,0,0,0,0,0,1,,,
Belva Lockwood,15.5,NY,Red,Prog,1856,1892,1917,0,0,0,1,0,0,,,
Rosa Parks,15.5,AL,Red,Prog,1940,1976,2005,0,0,0,0,0,1,1960,,
William Jay,15.5,NY,Red,Prog,1816,,1858,0,0,0,1,0,0,,,
John H Reagan,15.5,TX,Blue,Cons,1844,1892,1905,0,1,0,1,0,1,,,
Edmund Pettus,15.5,AL,Blue,Trad,1848,,1907,0,1,0,1,1,0,,,
Robert Lansing,15.5,NY,Blue,Cons,1892,,1928,0,0,0,0,0,2,,,
Sophonisba Breckinridge,15.5,KY,Blue,Prog,1892,1940,1948,0,0,0,0,0,1,,,
Joseph Guffey,15.5,PA,Blue,Lib,1896,1948,1959,0,1,0,0,1,0,,,
Alicia Moreau de Justo,15.5,South American,Blue,Prog,1912,,1986,0,0,0,0,0,1,,,
Joseph W Martin Jr,15.5,MA,Red,Cons,1912,,1968,0,2,0,0,0,0,,,
Warren E Burger,15.5,VA,Red,Cons,1932,1988,1995,0,0,0,3,0,1,,,
George Smathers,15.5,FL,Blue,Cons,1940,1968,2007,0,1,0,0,0,0,,,
Tip O'Neill,15.5,MA,Blue,Lib,1940,1988,1994,0,3,0,0,0,0,,,
Teno Roncalio,15.5,WY,Blue,Prog,1944,1980,2003,0,1,0,0,1,0,,,
Ruth Bader Ginsburg,15.5,NY,Blue,Lib,1960,,2020,0,0,0,3,0,0,,,
Barbara Jordan,15.5,TX,Blue,Lib,1964,1988,1996,0,1,0,1,0,0,,,
Brigham Young,15,UT,Blue,Trad,1828,1860,1877,0,0,2,0,0,0,,,
Benjamin F Butler,15,MA,Blue,Lib,1844,1884,1893,0,1,1,0,2,0,1860,1876,
William M Stewart,15,CA,Red,LW Pop,1852,1904,1909,0,2,0,1,0,1,,,
Jacob Thompson,15,MS,Blue,Cons,1836,1860,1885,0,1,0,0,1,1,,,
Furnifold Simmons,15,NC,Blue,Trad,1880,1932,1940,0,2,0,0,0,0,,,
Styles Bridges,15,NH,Red,Cons,1924,,1961,0,2,1,0,0,0,,,
Clennon King Jr,15,GA,Blue,Prog,1948,1980,2000,0,1,1,0,0,0,,,
Jim Wright,15,TX,Blue,Mod,1948,1988,2015,0,2,0,0,0,0,,,
Richard Lamm,15,CO,Blue,Prog,1960,1996,,0,1,2,0,1,0,,,
Barney Frank,15,MA,Blue,Lib,1968,2012,,0,2,0,0,0,0,,,
Bill Thomas,15,CA,Red,Mod,1968,2008,,0,1,0,0,0,1,,,
Mike Foster,15,LA,Blue,Trad,1956,2004,,0,1,2,0,1,0,1996,,
Charles Rangel,15,NY,Blue,Lib,1956,2016,,0,2,0,0,0,0,,,
Al Green,15,TX,Blue,Prog,1972,,,0,1,1,1,0,1,,,
David Perdue,15,GA,Red,Trad,1976,,,0,1,1,0,0,1,,,
Oliver North,15,VA,Red,Cons,1968,1996,,0,1,0,0,2,0,,,
Anthony Wayne,15,PA,Blue,Cons,1772,,1796,0,2,0,0,3,0,,,
Robert J Walker,15,MS,Blue,Trad,1828,,1869,0,1,1,0,0,1,,,
Oran Milo Roberts,15,AL,Blue,Trad,1840,1884,1898,0,1,1,1,1,0,,,
Leland Stanford,15,WI,Red,Mod,1852,,1893,0,1,1,1,0,0,,,
James Hamilton Jr,15,SC,Blue,Trad,1812,1836,1857,0,1,1,0,1,1,,,
Samuel B Axtell,15,CA,Red,Mod,1844,1880,1891,0,1,1,1,0,0,1870,,
Edmund G Ross,15,KS,Red,Cons,1852,1888,1907,0,1,1,0,1,0,,,
Preston Leslie,15,KY,Red,Trad,1844,1888,1907,0,1,2,1,0,0,1856,,
Hugh Williamson,15,NC,Blue,Lib,1760,1792,1819,0,2,0,0,0,0,,,
Samuel Livermore,15,NH,Red,Mod,1760,1800,1803,0,2,0,2,0,2,,,
Andrew Pickens,15,SC,Blue,Cons,1764,1796,1817,0,2,0,0,2,0,,,
Paul Brigham,15,VT,Blue,Mod,1772,1800,1824,0,0,2,2,2,0,,,
Joseph Bradley Varnum,15,MA,Blue,Mod,1776,1816,1821,0,2,0,1,2,0,,,
Thomas Pinckney,15,SC,Red,Cons,1776,1820,1828,0,1,1,0,2,1,,,
Oliver Wolcott Jr,15,CT,Red,Mod,1788,1828,1833,0,0,2,2,0,2,,,
Ambrose Spencer,15,NY,Red,Cons,1792,1840,1848,0,1,1,1,0,1,,,
Samuel Dinsmoor,15,NH,Blue,Lib,1792,,1835,0,1,1,1,0,0,,,
Peter Buell Porter,15,NY,Blue,Cons,1800,1828,1844,0,1,1,0,1,1,1824,,
Jose San Martin,15,South American,Red,Mod,1804,,1850,0,1,1,0,2,0,,,
John M Berrien,15,GA,Blue,Trad,1808,1852,1856,0,1,0,1,1,1,1832,,
Thomas Bennett Jr,15,SC,Blue,Mod,1808,1824,1865,0,1,1,0,0,0,,,
William A Palmer,15,VT,Blue,Lib,1808,1836,1860,0,1,1,1,0,0,1824,,
Edward Coles,15,IL,Blue,Mod,1812,1828,1868,0,0,1,0,0,1,,,
Isaac Blackford,15,IN,Red,Mod,1812,1832,1859,0,1,1,1,0,0,,,
Theodore Frelinghuysen,15,NJ,Red,Lib,1812,,1862,0,1,1,0,0,1,,,
William Rufus King,15,AL,Blue,Cons,1812,,1853,0,2,0,0,0,2,,,
Isaac Hill,15,NH,Blue,Cons,1816,,1851,0,1,1,0,0,1,,,
James Iredell Jr,15,NC,Blue,Cons,1816,,1853,0,1,1,1,1,0,,,
George M Dallas,15,PA,Blue,Cons,1820,,1864,0,1,1,0,0,1,,,
